Address1,Addess2,Address3,Post_Code,Ward Code,Property_Type_Code,Commencement_Date,Number of Expressions of Interest
66 RAYWOOD CLOSE,YEADON,LEEDS,LS19 7LB,OY,1BF,14-JUL-2014,133
66 RYCROFT GREEN,SWINNOW,LEEDS,LS13 4PD,PU,C2S1MF,06-JAN-2014,8
66 SHERBURN COURT,WHINMOOR,LEEDS,LS14 5DQ,CW,C2S2MF,10-MAR-2014,7
66 WELLINGTON GARDENS,BRAMLEY,LEEDS,LS13 2JA,BS,C2S1BB,20-JAN-2014,40
66 WORTLEY HEIGHTS,ARMLEY,LEEDS,LS12 1JF,AM,1BMSF,11-AUG-2014,34
67 ACRE ROAD,MIDDLETON,LEEDS,LS10 4EG,MI,3BH,12-MAY-2014,43
67 BANKFIELD TERRACE,KIRKSTALL,LEEDS,LS4 2JR,KI,2BH,14-JUL-2014,84
67 BOGGART HILL DRIVE,SEACROFT,LEEDS,LS14 1LE,KS,1BF,16-JUN-2014,68
67 BRACKENWOOD DRIVE,GLEDHOW,LEEDS,LS8 1QA,RO,1BF,29-SEP-2014,197
67 CARDINAL CRESCENT,BEESTON,LEEDS,LS11 8HQ,BH,2BF,03-FEB-2014,37
67 FERNBANK DRIVE,BRAMLEY,LEEDS,LS13 1BZ,BS,3BH,31-MAR-2014,2
67 GILBERT CLOSE,KIRKSTALL,LEEDS,LS5 3BX,KI,1BF,24-MAR-2014,128
67 GILBERT CLOSE,KIRKSTALL,LEEDS,LS5 3BX,KI,1BF,26-MAY-2014,191
67 POPLAR COURT,BRAMLEY,LEEDS,LS13 4SR,AM,2BMSF,12-MAY-2014,7
67 POPLAR MOUNT,BRAMLEY,LEEDS,LS13 4ST,AM,2BMSF,06-JAN-2014,13
68 BAWN APPROACH,FARNLEY,LEEDS,LS12 5BR,FW,3BH,31-MAR-2014,31
68 BAWN DRIVE,FARNLEY,LEEDS,LS12 5QN,FW,2BH,28-APR-2014,39
68 BELLE ISLE CIRCUS,BELLE ISLE,LEEDS,LS10 3HW,MI,C2S1BF,28-APR-2014,47
68 CRESCENT TOWERS,HOLBECK,LEEDS,LS11 5UR,CH,2BMSF,13-OCT-2014,18
68 EASTERLY MOUNT,GIPTON,LEEDS,LS8 3PH,GH,2BH,14-JUL-2014,123
68 EMBLETON ROAD,METHLEY,LEEDS,LS26 9BZ,KM,3BH,20-JAN-2014,31
68 FIRST AVENUE,ARMLEY,LEEDS,LS12 1LD,AM,3BH,16-JUN-2014,71
68 GREENWOOD ROAD,TINGLEY,WAKEFIELD,WF 3 1PT,AR,1BB,23-JUN-2014,55
68 HAREHILLS AVENUE,CHAPELTOWN,LEEDS,LS7 4EU,CA,6BH,19-MAY-2014,40
68 KENTMERE RISE,SEACROFT,LEEDS,LS14 6QN,KS,1BF,05-MAY-2014,129
68 LEASOWE AVENUE,HUNSLET,LEEDS,LS10 2HP,CH,1BF,02-JUN-2014,85
68 LOVELL PARK TOWERS,SHEEPSCAR,LEEDS,LS7 1DR,HW,2BMSF,27-JAN-2014,28
68 PARKWAY COURT,SEACROFT,LEEDS,LS14 6UU,KS,1BMSF,14-APR-2014,34
68 SAVILE DRIVE,CHAPELTOWN,LEEDS,LS7 3EJ,CA,2BH,28-APR-2014,95
68 SCARGILL GRANGE,BURMANTOFTS,LEEDS,LS9 7ET,BR,2BMSF,16-JUN-2014,62
68 SCOTT HALL AVENUE,CHAPELTOWN,LEEDS,LS7 2HL,CA,2BH,03-NOV-2014,175
68 WELLINGTON GARDENS,BRAMLEY,LEEDS,LS13 2JA,BS,C2S1BB,22-DEC-2014,59
69 ATHA STREET,CROSS FLATTS,LEEDS,LS11 7BT,BH,2BH,13-JAN-2014,33
69 BELLE ISLE CIRCUS,BELLE ISLE,LEEDS,LS10 3DU,MI,1BF,09-JUN-2014,107
69 BURNSALL CROFT,ARMLEY,LEEDS,LS12 3LH,AM,1BMSF,10-NOV-2014,32
69 CARDINAL SQUARE,BEESTON,LEEDS,LS11 8HS,BH,1BF,27-JAN-2014,50
69 FOUNDRY MILL TERRACE,SEACROFT,LEEDS,LS14 6TW,KS,4BHP,17-MAR-2014,48
69 HEPWORTH AVENUE,CHURWELL,LEEDS,LS27 7RH,MN,1BF,21-JUL-2014,48
69 POPLAR MOUNT,BRAMLEY,LEEDS,LS13 4ST,AM,1BMSF,07-JUL-2014,30
69 POTTERNEWTON HEIGHTS,CHAPEL ALLERTON,LEEDS,LS7 3DE,CA,1BMSF,08-SEP-2014,46
69 WAVERLEY GARTH,HOLBECK,LEEDS,LS11 6AG,CH,1BF,15-DEC-2014,1
69 WORTLEY TOWERS,ARMLEY,LEEDS,LS12 1JQ,AM,1BMSF,02-JUN-2014,52
69 WYKEBECK AVENUE,OSMONDTHORPE,LEEDS,LS9 0JG,TN,2BH,22-DEC-2014,113
69 WYKEBECK MOUNT,OSMONDTHORPE,LEEDS,LS9 0HN,TN,2BH,28-JUL-2014,101
7 ABERFIELD DRIVE,BELLE ISLE,LEEDS,LS10 3PX,MI,1BF,21-APR-2014,93
7 ABERFIELD RISE,BELLE ISLE,LEEDS,LS10 3PL,MI,2BF,12-MAY-2014,27
7 ADEL WOOD CLOSE,ADEL,LEEDS,LS16 8JG,AW,3BH,06-OCT-2014,111
7 AMBERLEY GARDENS,WORTLEY,LEEDS,LS12 4EB,FW,1/2BF,18-AUG-2014,10
7 ASCOT TERRACE,EAST END PARK,LEEDS,LS9 9JB,BR,2BH,12-MAY-2014,12
7 BARDEN PLACE,ARMLEY,LEEDS,LS12 3EQ,AM,1BH,31-MAR-2014,120
7 BAWN AVENUE,FARNLEY,LEEDS,LS12 5QT,FW,3BH,25-AUG-2014,7
7 BECKHILL FOLD,MEANWOOD,LEEDS,LS7 2RJ,CA,1BF,17-FEB-2014,108
7 BEEVERS COURT,IRELAND WOOD,LEEDS,LS16 6NX,WE,1BMSF,07-APR-2014,45
7 BICKERTON WAY,WESTON ESTATE,OTLEY,LS21 2DH,OY,3BH,02-JUN-2014,63
7 BODMIN APPROACH,MIDDLETON,LEEDS,LS10 4PY,MI,1BF,24-FEB-2014,119
7 BODMIN SQUARE,MIDDLETON,LEEDS,LS10 4PZ,MI,2BH,17-FEB-2014,113
7 BRIARSDALE COURT,GIPTON,LEEDS,LS8 3NF,GH,2BMSF,15-DEC-2014,17
7 BRIGSHAW DRIVE,ALLERTON BYWATER,CASTLEFORD,WF10 2HT,KM,C2S2BB,06-JAN-2014,39
7 BROADLEA HILL,BRAMLEY,LEEDS,LS13 2SN,BS,2BH,07-APR-2014,52
7 BROOKLANDS CLOSE,SEACROFT,LEEDS,LS14 6SQ,KS,3BH,20-JAN-2014,31
7 CLAREMONT GROVE,PUDSEY,LEEDS,LS28 7DJ,PU,C2S1BF,20-JAN-2014,29
7 CLYDE GRANGE,ARMLEY,LEEDS,LS12 1XP,AM,1BMSF,22-SEP-2014,46
7 COCKSHOTT LANE,ARMLEY,LEEDS,LS12 2RG,AM,1BF,01-SEP-2014,66
7 COLENSO PLACE,HOLBECK,LEEDS,LS11 0DF,BH,2BH,25-AUG-2014,15
7 CRANMORE LANE,BELLE ISLE,LEEDS,LS10 4AL,MI,2BH,13-JAN-2014,143
7 DELPH MOUNT,WOODHOUSE,LEEDS,LS6 2HS,HW,3BH,23-JUN-2014,35
7 DRURY LANE,HORSFORTH,LEEDS,LS18 4BQ,HO,2BH,13-OCT-2014,174
7 EAST GRANGE GARTH,BELLE ISLE,LEEDS,LS10 3EJ,MI,3BH,19-MAY-2014,22
7 ELY STREET,ARMLEY,LEEDS,LS12 2NJ,AM,1BH,09-JUN-2014,120
7 FERRIBY TOWERS,LINCOLN GREEN,LEEDS,LS9 7PQ,BR,1BMSF,21-JUL-2014,59
7 FOXCROFT MOUNT,HEADINGLEY,LEEDS,LS6 3NN,KI,2BH,24-NOV-2014,401
7 FRANKLAND PLACE,CHAPELTOWN,LEEDS,LS7 4NT,CA,1/2BF,30-JUN-2014,1
7 GUNTER ROAD,HALLFIELD LANE,WETHERBY,LS22 6JZ,WY,3BH,13-JAN-2014,55
7 HASLEWOOD MEWS,BURMANTOFTS,LEEDS,LS9 7RP,BR,3BM,20-OCT-2014,88
7 HAYLEIGH STREET,BRAMLEY,LEEDS,LS13 3NH,BS,2BH,22-DEC-2014,86
7 HIGH RIDGE COURT,ROTHWELL,LEEDS,LS26 0UZ,RL,C2S2BF,20-OCT-2014,35
7 HIGHBURY PLACE,MEANWOOD,LEEDS,LS6 4HD,WE,2BH,19-MAY-2014,60
7 HOLMSLEY FIELD COURT,OULTON,LEEDS,LS26 8TG,RL,C2S1BB,20-JAN-2014,17
7 IVESON GARDENS,IRELAND WOOD,LEEDS,LS16 6NZ,WE,3BM,28-APR-2014,18
7 KINGSWAY,DRIGHLINGTON,BRADFORD,BD11 1HA,MN,2BH,05-MAY-2014,53
7 LADY PIT LANE,HOLBECK,LEEDS,LS11 6AQ,CH,3BH,20-JAN-2014,13
7 LADY PIT LANE,HOLBECK,LEEDS,LS11 6AQ,CH,3BH,22-DEC-2014,63
7 LARKHILL ROAD,GLEDHOW,LEEDS,LS8 1RE,RO,1BF,01-SEP-2014,125
7 LEATHAM HOUSE,DEIGHTON ROAD,WETHERBY,LS22 6PE,WY,2BM,08-DEC-2014,10
7 LEVENS CLOSE,HALTON MOOR,LEEDS,LS15 0AT,TN,2BH,31-MAR-2014,38
7 LEVENS PLACE,HALTON MOOR,LEEDS,LS15 0AX,TN,4BH,28-JUL-2014,29
7 LINCOLN ROAD,BURMANTOFTS,LEEDS,LS9 7NP,BR,3BH,06-OCT-2014,185
7 LINCOMBE MOUNT,GLEDHOW,LEEDS,LS8 1PX,RO,3BH,12-MAY-2014,106
7 MANOR FARM GREEN,MIDDLETON,LEEDS,LS10 3RL,MI,3BH,29-SEP-2014,68
7 MARSTON MOUNT,LINCOLN GREEN,LEEDS,LS9 7PA,BR,1BMSF,03-NOV-2014,99
7 MOOR CRESCENT CHASE,HOLBECK,LEEDS,LS11 5UL,CH,3BH,27-JAN-2014,21
7 MOOR GRANGE COURT,WEST PARK,LEEDS,LS16 5EB,KI,1BMSF,11-AUG-2014,39
7 MOORHAVEN COURT,MOORTOWN,LEEDS,LS17 5LN,AL,C2SBED,01-SEP-2014,1
7 NABURN COURT,WHINMOOR,LEEDS,LS14 2ES,CW,C2S1BF,31-MAR-2014,29
7 NESFIELD GARTH,BELLE ISLE,LEEDS,LS10 3LB,MI,2BH,19-MAY-2014,107
7 NORTHBROOK STREET,CHAPEL ALLERTON,LEEDS,LS7 4QQ,CA,3BH,16-JUN-2014,71
7 OAKWELL COURT,FARSLEY,LEEDS,LS28 5SL,CF,2BM,27-JAN-2014,21
7 OATLAND HEIGHTS,SHEEPSCAR,LEEDS,LS7 1SG,HW,1BMSF,07-APR-2014,116
7 PARKSTONE GROVE,IRELAND WOOD,LEEDS,LS16 6EX,WE,2BH,03-MAR-2014,1
7 QUEENSWOOD RISE,HEADINGLEY,LEEDS,LS6 3EF,KI,3BM,08-DEC-2014,18
7 RAYNEL MOUNT,IRELAND WOOD,LEEDS,LS16 6BR,WE,3BH,07-JUL-2014,145
7 RECREATION GROVE,HOLBECK,LEEDS,LS11 0AT,BH,1BH,12-MAY-2014,88
7 RIGTON CLOSE,BURMANTOFTS,LEEDS,LS9 7QB,BR,1BF,15-SEP-2014,120
7 ROMBALDS TERRACE,ARMLEY,LEEDS,LS12 2AZ,AM,2BH,28-APR-2014,42
7 ROOKWOOD VALE,OSMONDTHORPE,LEEDS,LS9 0LS,BR,4BH,21-APR-2014,69
7 RYCROFT COURT,SWINNOW,LEEDS,LS13 4PE,PU,2BMSF,11-AUG-2014,10
7 SAVILLE GREEN,BURMANTOFTS,LEEDS,LS9 7RR,BR,1BMSFP,15-SEP-2014,78
7 SHAKESPEARE GARDENS,BURMANTOFTS,LEEDS,LS9 7JU,BR,1BF,29-SEP-2014,152
7 SILVER ROYD ROAD,WORTLEY,LEEDS,LS12 4QU,FW,3BH,24-MAR-2014,37
7 SISSONS MOUNT,MIDDLETON,LEEDS,LS10 4LR,MI,2BH,14-JUL-2014,95
7 SMALEWELL ROAD,PUDSEY,LEEDS,LS28 8PS,PU,C2S1BF,08-SEP-2014,24
7 SPENCER PLACE,CHAPELTOWN,LEEDS,LS7 4DQ,CA,4BH,24-MAR-2014,95
7 SPRINGFIELD PLACE,HUNSLET,LEEDS,LS10 2EH,CH,1/2BF,10-FEB-2014,45
7 ST CATHERINES CRESCENT,BRAMLEY,LEEDS,LS13 2JU,BS,2BH,30-JUN-2014,330
7 ST WILFRIDS AVENUE,GIPTON,LEEDS,LS8 3PD,GH,4BH,20-JAN-2014,67
7 STANKS CLOSE,STANKS,LEEDS,LS14 5PU,CW,3BH,28-JUL-2014,55
7 STEAD LANE,THORNER,LEEDS,LS14 3EA,HA,C2S1BF,06-OCT-2014,29
7 STONECLIFFE BANK,FARNLEY,LEEDS,LS12 5BL,FW,2BH,28-APR-2014,44
7 STONECLIFFE WALK,FARNLEY,LEEDS,LS12 5BG,FW,2BH,13-JAN-2014,58
7 SUMMERHILL GROVE,GARFORTH,LEEDS,LS25 1AY,GS,2BH,29-SEP-2014,119
7 SWINNOW GREEN,SWINNOW,LEEDS,LS28 9AW,PU,1BF,24-MAR-2014,1
7 THE BROADWALK,NEWALL,OTLEY,LS21 2RL,OY,1BF,09-JUN-2014,50
7 THE GROVE,GILDERSOME,LEEDS,LS27 7EB,MN,C2SBED,24-NOV-2014,6
7 THROSTLE PARADE,MIDDLETON,LEEDS,LS10 4JP,MI,2BF,07-JUL-2014,36
7 TORRE GARDENS,BURMANTOFTS,LEEDS,LS9 7RN,BR,1BMSF,13-OCT-2014,109
7 WATERLOO GROVE,PUDSEY,LEEDS,LS28 7PR,PU,2BH,14-JUL-2014,124
7 WHINCOVER GRANGE,FARNLEY,LEEDS,LS12 5JJ,FW,2BMSF,03-NOV-2014,6
7 WHITFIELD GARDENS,HUNSLET,LEEDS,LS10 2QD,CH,1/2BF,17-MAR-2014,32
7 WINDMILL CLOSE,BELLE ISLE,LEEDS,LS10 3DL,MI,1BF,09-JUN-2014,54
7 WORTLEY HEIGHTS,ARMLEY,LEEDS,LS12 1JG,AM,2BMSF,20-JAN-2014,7
70 ACRES HALL AVENUE,PUDSEY,LEEDS,LS28 9EH,PU,2BF,12-MAY-2014,13
70 ALDERTON HEIGHTS,MOORTOWN,LEEDS,LS17 5LT,AL,1BMSF,15-DEC-2014,58
70 ASCOT TERRACE,EAST END PARK,LEEDS,LS9 9JB,BR,1BF,17-NOV-2014,104
70 BROADLEA AVENUE,BRAMLEY,LEEDS,LS13 2SZ,BS,2BH,15-SEP-2014,84
70 BROWNHILL TERRACE,HAREHILLS,LEEDS,LS9 6DU,BR,2BB,22-DEC-2014,101
70 DUFTON APPROACH,SEACROFT,LEEDS,LS14 6EA,KS,1BF,30-JUN-2014,85
70 GIPTON APPROACH,GIPTON,LEEDS,LS9 6NJ,GH,1BF,02-JUN-2014,133
70 HASLEWOOD DRIVE,BURMANTOFTS,LEEDS,LS9 7PT,BR,3BF,16-JUN-2014,57
70 KENTMERE RISE,SEACROFT,LEEDS,LS14 6QN,KS,1BF,07-APR-2014,75
70 NEWHALL CRESCENT,MIDDLETON,LEEDS,LS10 3RD,MI,3BH,07-APR-2014,45
70 OLD RUN ROAD,BELLE ISLE,LEEDS,LS10 3AU,MI,2BH,14-JUL-2014,129
70 RYCROFT GREEN,SWINNOW,LEEDS,LS13 4PD,PU,C2S2MF,17-MAR-2014,0
70 TORRE HILL,HAREHILLS,LEEDS,LS9 6JS,BR,3BH,13-JAN-2014,82
71 BELLE ISLE CIRCUS,BELLE ISLE,LEEDS,LS10 3DU,MI,1BF,26-MAY-2014,105
71 BOGGART HILL GARDENS,SEACROFT,LEEDS,LS14 1LJ,KS,2BH,21-APR-2014,1
71 BROADGATE DRIVE,HORSFORTH,LEEDS,LS18 5QA,HO,C1S1BF,13-OCT-2014,34
71 CARDINAL SQUARE,BEESTON,LEEDS,LS11 8HS,BH,1BF,03-FEB-2014,51
71 CLYDE COURT,ARMLEY,LEEDS,LS12 1XW,AM,2BMSF,06-JAN-2014,10
71 COTTINGLEY DRIVE,COTTINGLEY,LEEDS,LS11 0JP,BH,4BH,11-AUG-2014,44
71 COTTINGLEY TOWERS,COTTINGLEY,LEEDS,LS11 0JH,BH,1BMSF,06-JAN-2014,46
71 FOUNDRY MILL TERRACE,SEACROFT,LEEDS,LS14 6TW,KS,4BHP,17-MAR-2014,33
71 FOUNDRY PLACE,HAREHILLS,LEEDS,LS9 6BU,GH,1BF,23-JUN-2014,86
71 GAMBLE HILL CROFT,BRAMLEY,LEEDS,LS13 4TG,FW,1BMSF,07-JUL-2014,25
71 GREENTHORPE ROAD,BRAMLEY,LEEDS,LS13 4LR,FW,2BH,16-JUN-2014,159
71 GREENTHORPE ROAD,BRAMLEY,LEEDS,LS13 4LR,FW,2BH,13-OCT-2014,277
71 HAWKSHEAD CRESCENT,SEACROFT,LEEDS,LS14 6DD,KS,4BH,13-OCT-2014,35
71 KENDAL DRIVE,HALTON MOOR,LEEDS,LS15 0BA,TN,4BH,27-JAN-2014,18
71 KENTMERE AVENUE,SEACROFT,LEEDS,LS14 6QJ,KS,2BH,31-MAR-2014,255
71 MAIN STREET,EAST ARDSLEY,WAKEFIELD,WF 3 2AT,AR,3BH,17-MAR-2014,39
71 NORTHFIELD PLACE,ROTHWELL,LEEDS,LS26 0SL,AR,1/2BH,16-JUN-2014,79
71 OATLAND TOWERS,SHEEPSCAR,LEEDS,LS7 1SB,HW,1BMSF,23-JUN-2014,192
71 POPLAR MOUNT,BRAMLEY,LEEDS,LS13 4ST,AM,2BMSF,02-JUN-2014,15
71 POTTERNEWTON HEIGHTS,CHAPEL ALLERTON,LEEDS,LS7 3DE,CA,2BMSF,28-APR-2014,21
71 STANNINGLEY ROAD,ARMLEY,LEEDS,LS12 3NW,AM,6BH,16-JUN-2014,26
71 TENNYSON STREET,GUISELEY,LEEDS,LS20 9LN,GR,1BF,24-FEB-2014,46
71 WINDMILL ROAD,BELLE ISLE,LEEDS,LS10 3HG,MI,4BHP,21-APR-2014,30
71 WORTLEY HEIGHTS,ARMLEY,LEEDS,LS12 1JF,AM,2BMSF,31-MAR-2014,9
71 WORTLEY TOWERS,ARMLEY,LEEDS,LS12 1JQ,AM,2BMSF,28-APR-2014,15
72 BECKHILL AVENUE,MEANWOOD,LEEDS,LS7 2RY,CA,1BF,08-SEP-2014,81
72 COTTINGLEY HEIGHTS,COTTINGLEY,LEEDS,LS11 0JL,BH,2BMSF,08-DEC-2014,11
72 CRIMBLES PLACE,PUDSEY,LEEDS,LS28 9AN,PU,1BF,15-DEC-2014,53
72 FEARNVILLE ROAD,ROUNDHAY,LEEDS,LS8 3EA,KS,2BF,28-JUL-2014,67
72 KENTMERE AVENUE,SEACROFT,LEEDS,LS14 6QL,KS,1BF,17-NOV-2014,1
72 NORTHCOTE CRESCENT,HOLBECK,LEEDS,LS11 6NN,CH,3BH,27-JAN-2014,40
72 PARKWAY COURT,SEACROFT,LEEDS,LS14 6UU,KS,2BMSF,12-MAY-2014,10
72 PARKWAY TOWERS,SEACROFT,LEEDS,LS14 6UY,KS,2BMSF,23-JUN-2014,2
72 SEACROFT GATE,SEACROFT,LEEDS,LS14 6LW,KS,1BMSF,24-MAR-2014,53
72 STAINBECK AVENUE,MEANWOOD,LEEDS,LS7 2QU,WE,4BH,08-DEC-2014,101
72 TINSHILL MOUNT,TINSHILL,LEEDS,LS16 7AX,WE,2BF,24-FEB-2014,24
72 WELLINGTON GROVE,BRAMLEY,LEEDS,LS13 2LG,BS,1/2BF,22-DEC-2014,42
72 WINROSE HILL,BELLE ISLE,LEEDS,LS10 3AN,MI,1BF,13-JAN-2014,118
72 WORTLEY TOWERS,ARMLEY,LEEDS,LS12 1JQ,AM,1BMSF,26-MAY-2014,12
73 BARLEYHILL ROAD,GARFORTH,LEEDS,LS25 1AU,GS,2BH,15-DEC-2014,113
73 BELLE ISLE CIRCUS,BELLE ISLE,LEEDS,LS10 3DU,MI,1BF,08-DEC-2014,130
73 BURNSALL GRANGE,ARMLEY,LEEDS,LS12 3LG,AM,2BMSF,01-DEC-2014,20
73 DUFTON APPROACH,SEACROFT,LEEDS,LS14 6EE,KS,2BH,23-JUN-2014,142
73 KENTMERE CRESCENT,SEACROFT,LEEDS,LS14 1JR,KS,3BH,10-MAR-2014,72
73 LITTLEMOOR CRESCENT,PUDSEY,LEEDS,LS28 8AT,PU,1BF,01-DEC-2014,59
73 PARKWAY GRANGE,SEACROFT,LEEDS,LS14 6UR,KS,2BMSF,10-NOV-2014,8
73 QUEENSVIEW,SEACROFT,LEEDS,LS14 6PH,KS,C2S1MF,16-JUN-2014,26
73 QUEENSWOOD DRIVE,HEADINGLEY,LEEDS,LS6 3NG,KI,2BH,06-OCT-2014,266
73 SEAFORTH ROAD,HAREHILLS,LEEDS,LS9 6AJ,GH,2BH,06-OCT-2014,41
73 ST WILFRIDS AVENUE,GIPTON,LEEDS,LS8 3PA,GH,1BF,20-JAN-2014,69
73 TENNYSON STREET,GUISELEY,LEEDS,LS20 9LN,GR,1BF,04-AUG-2014,85
74 BRUCE LAWN,ARMLEY,LEEDS,LS12 1YJ,AM,1BF,16-JUN-2014,78
74 HEPWORTH AVENUE,CHURWELL,LEEDS,LS27 7RJ,MN,1BF,24-NOV-2014,68
74 HOLBORN TOWERS,WOODHOUSE,LEEDS,LS6 2QD,HW,2BMSF,27-JAN-2014,17
74 MEYNELL HEIGHTS,HOLBECK,LEEDS,LS11 9PY,BH,2BMSF,06-OCT-2014,2
74 OAK TREE GROVE,GIPTON,LEEDS,LS9 6RY,GH,3BH,10-MAR-2014,27
74 POPLAR MOUNT,BRAMLEY,LEEDS,LS13 4ST,AM,2BMSF,13-OCT-2014,9
74 RAYNVILLE CRESCENT,ARMLEY,LEEDS,LS12 2TB,AM,3BH,17-NOV-2014,50
74 RAYNVILLE ROAD,BRAMLEY,LEEDS,LS13 2RF,AM,2BH,05-MAY-2014,195
74 SCARGILL GRANGE,BURMANTOFTS,LEEDS,LS9 7ET,BR,2BMSF,04-AUG-2014,52
74 SUMMERFIELD DRIVE,BRAMLEY,LEEDS,LS13 1AL,BS,1BF,13-OCT-2014,48
75 BAWN GARDENS,FARNLEY,LEEDS,LS12 5QL,FW,1BF,14-APR-2014,41
75 CRESCENT GRANGE,HOLBECK,LEEDS,LS11 5UW,CH,C2S1MF,13-OCT-2014,25
75 NEWLANDS DRIVE,MORLEY,LEEDS,LS27 8SJ,MS,1BB,10-FEB-2014,82
75 NORTH FARM ROAD,GIPTON,LEEDS,LS8 3LZ,GH,3BH,11-AUG-2014,47
75 NORTHFIELD PLACE,ROTHWELL,LEEDS,LS26 0SL,AR,2BH,12-MAY-2014,75
75 PARKWAY COURT,SEACROFT,LEEDS,LS14 6UU,KS,2BMSF,21-JUL-2014,11
75 SERVIA GARDENS,MEANWOOD,LEEDS,LS7 1NW,HW,1BF,11-AUG-2014,77
75 SHERBURN COURT,WHINMOOR,LEEDS,LS14 5DQ,CW,C2S2MF,19-MAY-2014,4
75 TALBOT AVENUE,ROUNDHAY,LEEDS,LS17 6SF,RO,3BH,29-SEP-2014,263
75 TENNYSON STREET,GUISELEY,LEEDS,LS20 9LN,GR,1BF,19-MAY-2014,52
75 THE OVAL,NEWALL,OTLEY,LS21 2EE,OY,3BH,15-SEP-2014,132
75 THROSTLE TERRACE,MIDDLETON,LEEDS,LS10 4HJ,MI,3BH,03-FEB-2014,32
75 WORTLEY TOWERS,ARMLEY,LEEDS,LS12 1JQ,AM,1BMSF,27-JAN-2014,54
75 WORTLEY TOWERS,ARMLEY,LEEDS,LS12 1JQ,AM,1BMSF,10-NOV-2014,47
75 WYKEBECK AVENUE,OSMONDTHORPE,LEEDS,LS9 0JG,TN,2BH,03-NOV-2014,131
76 BODMIN ROAD,MIDDLETON,LEEDS,LS10 4PR,MI,3BH,10-NOV-2014,114
76 BROADLEA STREET,BRAMLEY,LEEDS,LS13 2SB,BS,1BF,16-JUN-2014,80
76 BROWNHILL CRESCENT,HAREHILLS,LEEDS,LS9 6EA,BR,2BH,26-MAY-2014,45
76 BRUCE LAWN,ARMLEY,LEEDS,LS12 1YJ,AM,2BH,27-JAN-2014,80
76 CLYDE COURT,ARMLEY,LEEDS,LS12 1XW,AM,2BMSF,01-SEP-2014,7
76 COTTINGLEY APPROACH,COTTINGLEY,LEEDS,LS11 0HQ,BH,3BH,03-NOV-2014,54
76 CROMWELL HEIGHTS,LINCOLN GREEN,LEEDS,LS9 7SH,BR,1BMSF,24-MAR-2014,104
76 GRANNY AVENUE,CHURWELL,LEEDS,LS27 7SN,MN,1BF,08-SEP-2014,99
76 GREENWOOD ROAD,TINGLEY,WAKEFIELD,WF 3 1PT,AR,1BB,29-SEP-2014,75
76 KIRKSTALL HILL,KIRKSTALL,LEEDS,LS4 2TX,KI,3BM,28-APR-2014,30
76 LATCHMERE DRIVE,WEST PARK,LEEDS,LS16 5DR,KI,1BF,24-MAR-2014,152
76 NUTTING GROVE TERRACE,FARNLEY,LEEDS,LS12 5RB,FW,1BF,22-SEP-2014,43
76 SWARCLIFFE DRIVE,SWARCLIFFE,LEEDS,LS14 5LA,CW,2BH,17-FEB-2014,229
76 THORN DRIVE,GIPTON,LEEDS,LS8 3NQ,GH,1BF,08-SEP-2014,50
76 THROSTLE LANE,MIDDLETON,LEEDS,LS10 4EY,MI,3BH,03-FEB-2014,15
76 TONG DRIVE,FARNLEY,LEEDS,LS12 5ND,FW,3BH,28-JUL-2014,149
76 VALLEY ROAD,KIPPAX,LEEDS,LS25 7DN,KM,2BH,08-SEP-2014,138
76 WORTLEY TOWERS,ARMLEY,LEEDS,LS12 1JQ,AM,2BMSF,10-FEB-2014,5
76 WORTLEY TOWERS,ARMLEY,LEEDS,LS12 1JQ,AM,2BMSF,10-NOV-2014,7
77 BLENHEIM VIEW,WOODHOUSE,LEEDS,LS2 9QA,HW,3BH,17-MAR-2014,44
77 BOGGART HILL GARDENS,SEACROFT,LEEDS,LS14 1LJ,KS,2BH,05-MAY-2014,121
77 BROOM ROAD,BELLE ISLE,LEEDS,LS10 3JU,MI,2BH,27-OCT-2014,144
77 BROOM TERRACE,BELLE ISLE,LEEDS,LS10 3JT,MI,2BH,03-MAR-2014,89
77 CARTMELL DRIVE,HALTON MOOR,LEEDS,LS15 0DB,TN,2BH,21-JUL-2014,48
77 CLAREMONT GROVE,PUDSEY,LEEDS,LS28 7DL,PU,C2S1BF,20-OCT-2014,19
77 CLYDE COURT,ARMLEY,LEEDS,LS12 1XW,AM,2BMSF,31-MAR-2014,9
77 CLYDE COURT,ARMLEY,LEEDS,LS12 1XW,AM,2BMSF,17-NOV-2014,13
77 COTTINGLEY CRESCENT,COTTINGLEY,LEEDS,LS11 0HZ,BH,3BH,04-AUG-2014,26
77 GAMBLE HILL CROFT,BRAMLEY,LEEDS,LS13 4TG,FW,1BMSF,21-JUL-2014,29
77 NINEVEH GARDENS,HOLBECK,LEEDS,LS11 9QF,BH,4BH,04-AUG-2014,42
77 PARKWOOD GARDENS,CALVERLEY,LEEDS,LS28 5PJ,CF,3BH,15-SEP-2014,75
77 POPLAR MOUNT,BRAMLEY,LEEDS,LS13 4ST,AM,1BMSF,19-MAY-2014,38
77 QUEENSVIEW,SEACROFT,LEEDS,LS14 6PH,KS,C2S2MF,24-MAR-2014,11
77 QUEENSVIEW,SEACROFT,LEEDS,LS14 6PH,KS,C2S2MF,20-OCT-2014,6
77 SAXON MOUNT,MOORTOWN,LEEDS,LS17 5DT,AL,1BF,14-APR-2014,166
