Address1,Addess2,Address3,Post_Code,Ward Code,Property_Type_Code,Commencement_Date,Number of Expressions of Interest
11 BRUCE GARDENS,ARMLEY,LEEDS,LS12 1YA,AM,2BH,20-JAN-2014,120
11 BURNSALL GRANGE,ARMLEY,LEEDS,LS12 3LQ,AM,1BMSF,27-JAN-2014,62
11 BURRELL CLOSE,HALLFIELD LANE,WETHERBY,LS22 6YA,WY,2BH,13-OCT-2014,137
11 BUTTERBOWL GARDENS,FARNLEY,LEEDS,LS12 5JF,FW,2BF,28-JUL-2014,16
11 CHELTENHAM STREET,ARMLEY,LEEDS,LS12 1HA,AM,1BF,30-JUN-2014,57
11 CHELTENHAM STREET,ARMLEY,LEEDS,LS12 1HA,AM,1BF,22-SEP-2014,58
11 CHERRY TREE WALK,EAST ARDSLEY,WAKEFIELD,WF 3 2HS,AR,1BF,19-MAY-2014,86
11 CONWAY GROVE,HAREHILLS,LEEDS,LS8 5HX,GH,2BH,14-JUL-2014,57
11 CONWAY PLACE,HAREHILLS,LEEDS,LS8 5HT,GH,2BH,28-JUL-2014,0
11 CROSBY STREET,HOLBECK,LEEDS,LS11 9LS,BH,1BH,03-NOV-2014,83
11 EAST GRANGE VIEW,BELLE ISLE,LEEDS,LS10 3EL,MI,3BH,17-FEB-2014,68
11 EASTDEAN GRANGE,SEACROFT,LEEDS,LS14 1HA,KS,3BM,23-JUN-2014,20
11 EASTDEAN GRANGE,SEACROFT,LEEDS,LS14 1HA,KS,3BM,28-JUL-2014,1
11 FERNBANK DRIVE,BRAMLEY,LEEDS,LS13 1BZ,BS,2BH,08-DEC-2014,212
11 FERNCLIFFE ROAD,BRAMLEY,LEEDS,LS13 3PH,BS,3BH,19-MAY-2014,60
11 FILLINGFIR WALK,WEST PARK,LEEDS,LS16 5ED,KI,3BH,03-MAR-2014,128
11 FOUNDRY PLACE,HAREHILLS,LEEDS,LS9 6BU,GH,3BH,03-FEB-2014,53
11 GANNERS RISE,BRAMLEY,LEEDS,LS13 2PL,BS,1BB,02-JUN-2014,68
11 GLEN MOUNT,MORLEY,LEEDS,LS27 9HH,MS,1BF,10-FEB-2014,52
11 GLEN ROAD,MORLEY,LEEDS,LS27 9EY,MS,1BF,07-JUL-2014,83
11 GREENSIDE,PUDSEY,LEEDS,LS28 8PU,PU,C2S1BF,20-JAN-2014,36
11 GREENTHORPE WALK,BRAMLEY,LEEDS,LS13 4LW,FW,2BF,14-APR-2014,25
11 GROVE TERRACE,BOSTON SPA,WETHERBY,LS23 6AS,WY,C2S1BB,06-JAN-2014,23
11 HALLIDAY COURT,GARFORTH,LEEDS,LS25 1ET,GS,C2S1BF,17-MAR-2014,8
11 HELSTON WALK,MIDDLETON,LEEDS,LS10 4PU,MI,2BH,14-JUL-2014,48
11 HEMINGWAY GARTH,HUNSLET,LEEDS,LS10 2PG,CH,3BM,01-DEC-2014,19
11 HEREFORD STREET,ARMLEY,LEEDS,LS12 2NH,AM,2BH,07-JUL-2014,16
11 INTAKE LANE,MIDDLETON,LEEDS,LS10 4DY,MI,3BH,22-SEP-2014,32
11 IVESON LAWN,IRELAND WOOD,LEEDS,LS16 6NA,WE,C1S1BH,04-AUG-2014,25
11 KENTMERE AVENUE,SEACROFT,LEEDS,LS14 6ET,KS,1/2BF,24-NOV-2014,79
11 LEAFIELD GRANGE,MOORTOWN,LEEDS,LS17 5NR,MO,1BF,27-OCT-2014,0
11 LEAFIELD TOWERS,MOORTOWN,LEEDS,LS17 5BR,MO,1BMSF,20-JAN-2014,51
11 MEAGILL RISE,WESTON ESTATE,OTLEY,LS21 2EQ,OY,2BH,19-MAY-2014,153
11 MIDDLETON PARK COURT,MIDDLETON,LEEDS,LS10 4JB,MI,C2S1BF,24-NOV-2014,26
11 MIDLAND CLOSE,HUNSLET,LEEDS,LS10 2RF,CH,1BF,24-FEB-2014,121
11 MONKSWOOD AVENUE,SEACROFT,LEEDS,LS14 1DH,KS,2BH,04-AUG-2014,89
11 MOOR CLOSE,HUNSLET,LEEDS,LS10 2JL,CH,2BF,08-DEC-2014,35
11 MOORLAND AVENUE,GILDERSOME,LEEDS,LS27 7BY,MN,2BH,21-JUL-2014,93
11 NABURN COURT,WHINMOOR,LEEDS,LS14 2ES,CW,C2S1BF,23-JUN-2014,14
11 NASEBY GARDENS,BURMANTOFTS,LEEDS,LS9 7SX,BR,3BH,07-APR-2014,147
11 NEWHALL CHASE,BELLE ISLE,LEEDS,LS10 3RP,MI,4BH,29-SEP-2014,34
11 NORTHCOTE DRIVE,HOLBECK,LEEDS,LS11 6NJ,CH,1BF,19-MAY-2014,84
11 OWLCOTES TERRACE,PUDSEY,LEEDS,LS28 7PF,PU,3BH,13-JAN-2014,42
11 PARKWAY COURT,SEACROFT,LEEDS,LS14 6UT,KS,2BMSF,10-NOV-2014,21
11 PARSONS GREEN,WALTON ROAD,WETHERBY,LS22 6RQ,WY,C2S1BF,06-OCT-2014,33
11 POPLAR MOUNT,BRAMLEY,LEEDS,LS13 4SS,AM,2BMSF,27-JAN-2014,10
11 PROVIDENCE ROAD,WOODHOUSE,LEEDS,LS6 2JQ,HW,3BH,19-MAY-2014,16
11 RAYNVILLE GRANGE,BRAMLEY,LEEDS,LS13 2QD,AM,1BMSF,07-APR-2014,70
11 REDHALL CLOSE,BEESTON,LEEDS,LS11 8DX,BH,2BH,13-JAN-2014,196
11 ROMBALDS PLACE,ARMLEY,LEEDS,LS12 2BD,AM,2BH,29-SEP-2014,46
11 ROSSEFIELD VIEW,BRAMLEY,LEEDS,LS13 3SB,BS,1BF,01-DEC-2014,69
11 ROXBY CLOSE,LINCOLN GREEN,LEEDS,LS9 7LR,BR,3BMSF,08-DEC-2014,27
11 SAXON GATE,MOORTOWN,LEEDS,LS17 5DU,AL,3BH,04-AUG-2014,222
11 SCOTT HALL PLACE,CHAPELTOWN,LEEDS,LS7 3JR,CA,2BH,24-FEB-2014,147
11 SISSONS STREET,MIDDLETON,LEEDS,LS10 4LE,MI,2BH,20-JAN-2014,146
11 ST AUGUSTINES COURT,HAREHILLS,LEEDS,LS8 5JB,GH,C2S1BF,12-MAY-2014,8
11 ST CATHERINES GREEN,BRAMLEY,LEEDS,LS13 2JH,BS,3BH,09-JUN-2014,38
11 STAINBECK ROAD,MEANWOOD,LEEDS,LS7 2QY,WE,3BH,30-JUN-2014,189
11 STANNINGLEY COURT,STANNINGLEY,LEEDS,LS28 6NT,BS,C2S1BF,02-JUN-2014,20
11 SUMMERFIELD PLACE,BRAMLEY,LEEDS,LS13 1AW,BS,2BH,31-MAR-2014,72
11 SUMMERFIELD WALK,BRAMLEY,LEEDS,LS13 1AP,BS,1BF,24-NOV-2014,56
11 SUNNINGDALE,MICKLEFIELD,LEEDS,LS25 4AZ,KM,C2S2BB,07-JUL-2014,40
11 SUSSEX GREEN,HUNSLET,LEEDS,LS10 2LB,CH,2BH,03-FEB-2014,127
11 THORN CRESCENT,HAREHILLS,LEEDS,LS8 3NB,GH,3BH,27-JAN-2014,50
11 TORRE GROVE,BURMANTOFTS,LEEDS,LS9 7DQ,BR,3BH,31-MAR-2014,78
11 TORRE HILL,HAREHILLS,LEEDS,LS9 6JN,BR,1BF,21-JUL-2014,101
11 TYNWALD GARDENS,MOORTOWN,LEEDS,LS17 5NN,AL,1BF,18-AUG-2014,144
11 WELLCROFT,GAY LANE,OTLEY,LS21 1JJ,OY,3BH,12-MAY-2014,100
11 WINDMILL CLOSE,BELLE ISLE,LEEDS,LS10 3DL,MI,1BF,26-MAY-2014,42
11 WINROSE CRESCENT,BELLE ISLE,LEEDS,LS10 3AG,MI,3BH,24-NOV-2014,36
11 WINROSE DRIVE,BELLE ISLE,LEEDS,LS10 3HP,MI,C2S1BF,17-MAR-2014,24
11 WOODBRIDGE GREEN,HEADINGLEY,LEEDS,LS6 3LS,KI,1/2BH,15-SEP-2014,106
11 WORTLEY TOWERS,ARMLEY,LEEDS,LS12 1JH,AM,1BMSF,23-JUN-2014,28
110 BARNCROFT DRIVE,SEACROFT,LEEDS,LS14 1BQ,KS,3BH,28-APR-2014,82
110 HEIGHTS DRIVE,ARMLEY,LEEDS,LS12 3TF,FW,1BF,08-DEC-2014,97
110 SEACROFT GATE,SEACROFT,LEEDS,LS14 6LW,KS,1BMSF,13-JAN-2014,46
110 WINROSE APPROACH,BELLE ISLE,LEEDS,LS10 3QG,MI,2BH,13-OCT-2014,49
110 WOOD LANE,ROTHWELL,LEEDS,LS26 0RG,RL,2BF,07-APR-2014,30
111 BELLE ISLE ROAD,BELLE ISLE,LEEDS,LS10 3EG,MI,1BF,04-AUG-2014,100
111 COTTINGLEY DRIVE,COTTINGLEY,LEEDS,LS11 0JS,BH,4BH,05-MAY-2014,23
111 CRAGSIDE WALK,KIRKSTALL,LEEDS,LS5 3QD,KI,2BF,20-JAN-2014,33
111 SOUTH FARM ROAD,GIPTON,LEEDS,LS9 6QD,GH,1BF,01-DEC-2014,14
111 SPRINGFIELD MOUNT,HORSFORTH,LEEDS,LS18 5QD,HO,C1S1BF,15-DEC-2014,63
111 WYKEBECK VALLEY ROAD,GIPTON,LEEDS,LS9 6PB,GH,1BF,24-MAR-2014,108
112 HYDE PARK ROAD,BURLEY,LEEDS,LS6 1AJ,HW,1BF,18-AUG-2014,128
112 TYNWALD DRIVE,MOORTOWN,LEEDS,LS17 5NW,AL,1BF,24-NOV-2014,180
112 VICTORIA PARK GROVE,BRAMLEY,LEEDS,LS13 2RD,AM,2BH,29-DEC-2014,206
113 AMBERTON CRESCENT,GIPTON,LEEDS,LS8 3HZ,GH,3BH,17-FEB-2014,76
113 BECKHILL APPROACH,MEANWOOD,LEEDS,LS7 2SA,CA,3BH,17-NOV-2014,67
113 CARDINAL SQUARE,BEESTON,LEEDS,LS11 8HS,BH,2BH,30-JUN-2014,76
113 INGLE AVENUE,MORLEY,LEEDS,LS27 9RA,MN,2BF,06-OCT-2014,85
113 NORTH FARM ROAD,GIPTON,LEEDS,LS8 3PQ,GH,1BF,13-JAN-2014,46
113 OUTGANG LANE,BRAMLEY,LEEDS,LS13 2QX,BS,2BH,03-NOV-2014,86
113 QUEENSWOOD DRIVE,HEADINGLEY,LEEDS,LS6 3LP,KI,3BH,22-DEC-2014,161
113 ULLSWATER CRESCENT,HALTON MOOR,LEEDS,LS15 0AJ,TN,2BH,22-SEP-2014,20
114 BODMIN ROAD,MIDDLETON,LEEDS,LS10 4PR,MI,1BF,28-APR-2014,116
114 HALTON MOOR AVENUE,OSMONDTHORPE,LEEDS,LS9 0EY,TN,2BF,07-APR-2014,23
114 INGLEWOOD DRIVE,SEACROFT,LEEDS,LS14 6HG,KS,1BF,08-SEP-2014,84
114 MANOR FARM DRIVE,MIDDLETON,LEEDS,LS10 3RN,MI,3BH,14-JUL-2014,33
114 SEACROFT GATE,SEACROFT,LEEDS,LS14 6LW,KS,1BMSF,07-JUL-2014,43
114 TENNYSON STREET,GUISELEY,LEEDS,LS20 9LW,GR,1BF,12-MAY-2014,65
115 ABERFIELD DRIVE,BELLE ISLE,LEEDS,LS10 3QA,MI,2BF,15-SEP-2014,14
115 BOGGART HILL DRIVE,SEACROFT,LEEDS,LS14 1LE,KS,1BF,23-JUN-2014,95
115 GIPTON GATE EAST,GIPTON,LEEDS,LS9 6SU,GH,2BMSF,12-MAY-2014,24
115 QUEENSHILL DRIVE,MOORTOWN,LEEDS,LS17 6BG,MO,1BH,17-FEB-2014,135
116 BARNCROFT DRIVE,SEACROFT,LEEDS,LS14 1BQ,KS,2BH,24-NOV-2014,220
116 COTTINGLEY DRIVE,COTTINGLEY,LEEDS,LS11 0JS,BH,1BH,01-SEP-2014,98
116 CROMWELL HEIGHTS,LINCOLN GREEN,LEEDS,LS9 7SH,BR,1BMSF,29-SEP-2014,63
116 TENNYSON STREET,GUISELEY,LEEDS,LS20 9LW,GR,1BF,24-MAR-2014,88
116 TINSHILL LANE,TINSHILL,LEEDS,LS16 7BE,WE,2BF,24-FEB-2014,29
117 LATCHMERE DRIVE,WEST PARK,LEEDS,LS16 5DY,KI,1BF,22-DEC-2014,139
117 SPEN APPROACH,WEST PARK,LEEDS,LS16 5HF,KI,2BF,04-AUG-2014,21
118 BRACKENWOOD DRIVE,GLEDHOW,LEEDS,LS8 1PZ,RO,1BF,17-MAR-2014,60
118 GIPTON GATE EAST,GIPTON,LEEDS,LS9 6SU,GH,1BMSF,18-AUG-2014,33
118 HALTON MOOR AVENUE,OSMONDTHORPE,LEEDS,LS9 0EY,TN,2BF,28-JUL-2014,43
118 LINCOLN GREEN ROAD,BURMANTOFTS,LEEDS,LS9 7SU,BR,1BF,14-APR-2014,80
118 SELBY ROAD,HALTON,LEEDS,LS15 0NG,TN,1BF,20-OCT-2014,58
118 VICTORIA PARK GROVE,BRAMLEY,LEEDS,LS13 2RD,AM,2BH,01-SEP-2014,205
118 WEST PARK GROVE,ROUNDHAY,LEEDS,LS8 2DY,RO,1BF,10-FEB-2014,164
118 WINROSE AVENUE,BELLE ISLE,LEEDS,LS10 3AL,MI,2BH,23-JUN-2014,196
119 BELLE ISLE ROAD,BELLE ISLE,LEEDS,LS10 3EG,MI,1BF,01-DEC-2014,83
119 COTTINGLEY DRIVE,COTTINGLEY,LEEDS,LS11 0JT,BH,1/2BH,03-NOV-2014,70
119 CRAGSIDE WALK,KIRKSTALL,LEEDS,LS5 3QD,KI,2BF,09-JUN-2014,38
119 HIGHWAYS,KILLINGBECK,LEEDS,LS14 6AS,KS,2BMSF,11-AUG-2014,10
119 LEEDS AND BRADFORD ROAD,BRAMLEY,LEEDS,LS13 2ST,BS,1BF,24-MAR-2014,96
119 OSMONDTHORPE LANE,OSMONDTHORPE,LEEDS,LS9 0NT,BR,4BH,07-JUL-2014,76
119 SWINNOW ROAD,SWINNOW,LEEDS,LS13 4NU,PU,1BF,26-MAY-2014,43
119 WINROSE APPROACH,BELLE ISLE,LEEDS,LS10 3QF,MI,1BF,20-OCT-2014,59
12 ADAMS CROFT,WESTGATE,OTLEY,LS21 3NQ,OY,C2S1BF,18-AUG-2014,42
12 APPLETON COURT,BURMANTOFTS,LEEDS,LS9 7RS,BR,3BMSF,27-JAN-2014,38
12 APPLETON SQUARE,BURMANTOFTS,LEEDS,LS9 7RU,BR,3BMSF,17-NOV-2014,30
12 ASQUITH DRIVE,MORLEY,LEEDS,LS27 9QG,MN,1BF,24-FEB-2014,156
12 AUTUMN PLACE,BURLEY,LEEDS,LS6 1RJ,HW,2BH,03-NOV-2014,64
12 AVIARY MOUNT,ARMLEY,LEEDS,LS12 2NX,AM,2BH,21-APR-2014,20
12 AYSGARTH DRIVE,EAST END PARK,LEEDS,LS9 9NX,BR,2BH,31-MAR-2014,56
12 BANGOR PLACE,FARNLEY,LEEDS,LS12 5PP,FW,2BH,21-JUL-2014,15
12 BARDEN TERRACE,ARMLEY,LEEDS,LS12 3EG,AM,2BH,24-NOV-2014,41
12 BARNCROFT GRANGE,SEACROFT,LEEDS,LS14 1HS,KS,1BMSF,27-JAN-2014,38
12 BAWN VALE,FARNLEY,LEEDS,LS12 5QZ,FW,3BH,28-JUL-2014,40
12 BECKHILL GATE,MEANWOOD,LEEDS,LS7 2RZ,CA,3BH,11-AUG-2014,42
12 BELLMOUNT GREEN,BRAMLEY,LEEDS,LS13 2NE,BS,1/2BF,20-OCT-2014,35
12 BENNETT COURT,WESTON ESTATE,OTLEY,LS21 2RH,OY,C2S1BF,27-JAN-2014,17
12 BRAYTON PLACE,WHINMOOR,LEEDS,LS14 5BB,CW,2BH,06-JAN-2014,102
12 BROOM MOUNT,BELLE ISLE,LEEDS,LS10 3LN,MI,2BH,13-OCT-2014,58
12 BULLER GROVE,HAREHILLS,LEEDS,LS9 6LH,BR,1BB,14-JUL-2014,25
12 CARDINAL WALK,BEESTON,LEEDS,LS11 8HP,BH,1BF,24-FEB-2014,60
12 CASTLE ROAD,ROTHWELL,LEEDS,LS26 0QT,RL,3BH,24-MAR-2014,71
12 CHAPEL STREET,HEADINGLEY,LEEDS,LS6 3HZ,HE,2BH,22-SEP-2014,1
12 CLOVELLY ROW,HOLBECK,LEEDS,LS11 6DY,CH,1BH,28-JUL-2014,71
12 COLDCOTES GARTH,GIPTON,LEEDS,LS9 6PG,GH,3BH,16-JUN-2014,40
12 COTTINGLEY CRESCENT,COTTINGLEY,LEEDS,LS11 0JA,BH,1/2BH,24-MAR-2014,48
12 COTTINGLEY TOWERS,COTTINGLEY,LEEDS,LS11 0JH,BH,2BMSF,20-OCT-2014,13
12 CRANMORE RISE,BELLE ISLE,LEEDS,LS10 4AF,MI,1/2BF,01-SEP-2014,35
12 CROSS GRASMERE STREET,ARMLEY,LEEDS,LS12 1PU,AM,C2S2BF,28-JUL-2014,8
12 DISRAELI TERRACE,HOLBECK,LEEDS,LS11 6NS,CH,1BF,01-SEP-2014,92
12 DUFTON APPROACH,SEACROFT,LEEDS,LS14 6EA,KS,1BF,22-SEP-2014,43
12 DULVERTON COURT,COTTINGLEY,LEEDS,LS11 0HL,BH,C2S1BF,26-MAY-2014,14
12 EAST GRANGE RISE,BELLE ISLE,LEEDS,LS10 3ED,MI,1BF,13-OCT-2014,110
12 EASTWOOD LANE,SWARCLIFFE,LEEDS,LS14 5HQ,CW,3BH,25-AUG-2014,171
12 ESTHWAITE GARDENS,HALTON MOOR,LEEDS,LS15 0BB,TN,2BH,22-DEC-2014,44
12 GARGRAVE PLACE,BURMANTOFTS,LEEDS,LS9 7HW,BR,1/2BF,30-JUN-2014,77
12 HANSBY PLACE,SEACROFT,LEEDS,LS14 6LQ,KS,1BF,17-FEB-2014,139
12 HEATHCROFT CRESCENT,BEESTON,LEEDS,LS11 8UA,BH,2BH,20-JAN-2014,78
12 HEMINGWAY GARTH,HUNSLET,LEEDS,LS10 2PG,CH,3BM,20-JAN-2014,11
12 HOLTDALE GARTH,HOLT PARK,LEEDS,LS16 7SH,AW,3BH,21-JUL-2014,65
12 HOUGHLEY CRESCENT,ARMLEY,LEEDS,LS12 2TQ,AM,3BH,28-APR-2014,62
12 INGRAM CLOSE,HOLBECK,LEEDS,LS11 9SB,BH,C2S1BB,06-JAN-2014,24
12 LAKELAND COURT,HALTON MOOR,LEEDS,LS15 0BY,TN,1BMSF,03-NOV-2014,25
12 LATCHMERE VIEW,WEST PARK,LEEDS,LS16 5EF,KI,2BM,28-APR-2014,49
12 LENHURST AVENUE,ARMLEY,LEEDS,LS12 2RE,AM,3BH,02-JUN-2014,129
12 LEOPOLD GROVE,CHAPELTOWN,LEEDS,LS7 4DB,CA,3BH,28-APR-2014,89
12 NETHERFIELD CLOSE,YEADON,LEEDS,LS19 7PE,OY,1BF,06-OCT-2014,82
12 NEVILLE CLOSE,OSMONDTHORPE,LEEDS,LS9 0JR,TN,4BHP,24-NOV-2014,43
12 NORMAN TOWERS,WEST PARK,LEEDS,LS16 5ER,KI,2BMSF,28-JUL-2014,18
12 OAKWELL ROAD,DRIGHLINGTON,BRADFORD,BD11 1DS,MN,3BH,01-DEC-2014,28
12 OWLCOTES TERRACE,PUDSEY,LEEDS,LS28 7PF,PU,3BH,17-FEB-2014,40
12 QUEENSWOOD HEIGHTS,HEADINGLEY,LEEDS,LS6 3EE,KI,1BMSF,24-FEB-2014,126
12 RAMSHEAD VIEW,SEACROFT,LEEDS,LS14 1PJ,KS,1/2BH,30-JUN-2014,109
12 RAYNVILLE COURT,BRAMLEY,LEEDS,LS13 2QB,AM,2BMSF,13-OCT-2014,10
12 RIGTON LAWN,BURMANTOFTS,LEEDS,LS9 7QA,BR,3BH,14-APR-2014,111
12 ROYAL PLACE,HUNSLET,LEEDS,LS10 2RS,CH,3BH,29-SEP-2014,70
12 SAVILLE GREEN,BURMANTOFTS,LEEDS,LS9 7RR,BR,3BMSF,15-DEC-2014,22
12 SAXON GREEN,MOORTOWN,LEEDS,LS17 5EQ,AL,1/2BF,09-JUN-2014,60
12 SCOTT HALL WALK,CHAPELTOWN,LEEDS,LS7 3JQ,CA,2BH,31-MAR-2014,145
12 SEACROFT GATE,SEACROFT,LEEDS,LS14 1HB,KS,2BMSF,21-JUL-2014,16
12 SHERBURN COURT,WHINMOOR,LEEDS,LS14 5DG,CW,C2S2MF,20-JAN-2014,5
12 SNOWDEN LAWN,BRAMLEY,LEEDS,LS13 2UG,AM,2BM,19-MAY-2014,36
12 SPEN BANK,WEST PARK,LEEDS,LS16 5EZ,KI,3BH,12-MAY-2014,159
12 SPEN CRESCENT,WEST PARK,LEEDS,LS16 5ET,KI,1BF,08-DEC-2014,177
12 SPRING CLOSE GARDENS,CROSS GREEN,LEEDS,LS9 8RS,BR,C2S1BB,17-MAR-2014,22
12 ST LUKES STREET,HOLBECK,LEEDS,LS11 8LB,BH,3BH,02-JUN-2014,29
12 ST LUKES STREET,HOLBECK,LEEDS,LS11 8LB,BH,3BH,09-JUN-2014,1
12 STANKS GROVE,STANKS,LEEDS,LS14 5PR,CW,2BF,17-NOV-2014,24
12 STANKS RISE,STANKS,LEEDS,LS14 5PY,CW,1BF,07-JUL-2014,96
12 STANMORE GROVE,KIRKSTALL,LEEDS,LS4 2RJ,KI,2BF,14-JUL-2014,0
12 STOCKS APPROACH,SEACROFT,LEEDS,LS14 6LB,KS,1BF,27-OCT-2014,133
12 THE GARDENS,FARSLEY,LEEDS,LS28 5HW,CF,1BB,28-JUL-2014,63
12 THORNHILL COURT,UPPER WORTLEY,LEEDS,LS12 4LJ,FW,C2S1BF,13-JAN-2014,7
12 TOWN STREET,BELLE ISLE,LEEDS,LS10 3PN,MI,2BF,02-JUN-2014,39
12 WEST VIEW,OULTON,LEEDS,LS26 8TJ,RL,C2S1BB,15-SEP-2014,47
12 WESTERLY RISE,ARMLEY,LEEDS,LS12 2LW,AM,1BMSF,18-AUG-2014,63
12 WHITELEY CROFT,STATION ROAD,OTLEY,LS21 3JA,OY,C2S1BB,05-MAY-2014,65
12 WOODBRIDGE VALE,HEADINGLEY,LEEDS,LS6 3LT,KI,1/2BH,13-OCT-2014,167
12 WYKEBECK GROVE,OSMONDTHORPE,LEEDS,LS9 0HU,TN,2BH,02-JUN-2014,82
12 WYKEBECK ROAD,OSMONDTHORPE,LEEDS,LS9 0JA,TN,2BH,03-NOV-2014,1
120 BODMIN ROAD,MIDDLETON,LEEDS,LS10 4PR,MI,1BF,11-AUG-2014,109
120 BRACKENWOOD DRIVE,GLEDHOW,LEEDS,LS8 1PZ,RO,2BM,11-AUG-2014,14
120 HALTON MOOR AVENUE,OSMONDTHORPE,LEEDS,LS9 0EY,TN,2BF,13-OCT-2014,22
120 HIGHWAYS,KILLINGBECK,LEEDS,LS14 6AS,KS,1BMSF,08-SEP-2014,17
120 MORESDALE LANE,SEACROFT,LEEDS,LS14 6TD,KS,4BH,03-FEB-2014,17
120 SEACROFT GATE,SEACROFT,LEEDS,LS14 6LW,KS,1BMSF,20-OCT-2014,48
120 STANKS GARDENS,STANKS,LEEDS,LS14 5NQ,CW,1BF,01-DEC-2014,86
120 TENNYSON STREET,GUISELEY,LEEDS,LS20 9LW,GR,1BF,22-SEP-2014,59
121 BAYSWATER ROAD,HAREHILLS,LEEDS,LS8 5NT,GH,3BH,14-JUL-2014,45
121 BUTTERBOWL DRIVE,FARNLEY,LEEDS,LS12 5BS,FW,4BH,05-MAY-2014,60
121 QUEENSHILL DRIVE,MOORTOWN,LEEDS,LS17 6BG,MO,1BH,26-MAY-2014,132
121 QUEENSWAY,YEADON,LEEDS,LS19 7PL,OY,1BF,22-DEC-2014,77
121 RAMSHEAD DRIVE,SEACROFT,LEEDS,LS14 1BS,KS,3BH,18-AUG-2014,83
121 SOUTH FARM ROAD,GIPTON,LEEDS,LS9 6QD,GH,1BF,13-OCT-2014,41
121 THROSTLE TERRACE,MIDDLETON,LEEDS,LS10 4HJ,MI,2BH,01-SEP-2014,42
122 BRACKENWOOD DRIVE,GLEDHOW,LEEDS,LS8 1PZ,RO,2BM,01-SEP-2014,33
122 HALTON MOOR AVENUE,OSMONDTHORPE,LEEDS,LS9 0EY,TN,2BF,03-MAR-2014,24
122 LINCOLN GREEN ROAD,BURMANTOFTS,LEEDS,LS9 7SU,BR,1BF,20-OCT-2014,89
122 MORESDALE LANE,SEACROFT,LEEDS,LS14 6TD,KS,4BH,03-NOV-2014,1
122 OUTGANG LANE,BRAMLEY,LEEDS,LS13 2QY,AM,3BH,17-NOV-2014,31
122 THROSTLE TERRACE,MIDDLETON,LEEDS,LS10 4HL,MI,2BH,06-OCT-2014,71
122 WOODNOOK DRIVE,TINSHILL,LEEDS,LS16 6PF,WE,1BF,01-SEP-2014,1
123 CARDINAL SQUARE,BEESTON,LEEDS,LS11 8HS,BH,2BH,17-FEB-2014,63
123 CROMWELL HEIGHTS,LINCOLN GREEN,LEEDS,LS9 7SJ,BR,2BMSF,10-FEB-2014,44
123 CROMWELL HEIGHTS,LINCOLN GREEN,LEEDS,LS9 7SJ,BR,2BMSF,03-MAR-2014,1
123 HEIGHTS DRIVE,ARMLEY,LEEDS,LS12 3TF,FW,1BF,17-MAR-2014,161
123 HEIGHTS DRIVE,ARMLEY,LEEDS,LS12 3TF,FW,1BF,01-SEP-2014,141
123 WYKEBECK VALLEY ROAD,GIPTON,LEEDS,LS9 6PB,GH,1BF,20-JAN-2014,85
123A HALTON MOOR AVENUE,OSMONDTHORPE,LEEDS,LS9 0HB,TN,1BF,21-JUL-2014,60
124 BROADLEA TERRACE,BRAMLEY,LEEDS,LS13 2SQ,BS,1BF,15-DEC-2014,67
124 CHERRY TREE WALK,EAST ARDSLEY,WAKEFIELD,WF 3 2AJ,AR,1BF,06-OCT-2014,42
124 COAL HILL LANE,RODLEY,LEEDS,LS13 1DG,BS,2BH,10-MAR-2014,244
124 COTTINGLEY DRIVE,COTTINGLEY,LEEDS,LS11 0JT,BH,1/2BH,17-FEB-2014,26
124 COTTINGLEY HEIGHTS,COTTINGLEY,LEEDS,LS11 0JN,BH,1BMSF,12-MAY-2014,46
124 COTTINGLEY TOWERS,COTTINGLEY,LEEDS,LS11 0JJ,BH,2BMSF,03-FEB-2014,6
124 MANOR FARM DRIVE,MIDDLETON,LEEDS,LS10 3RN,MI,3BH,21-JUL-2014,93
125 OSMONDTHORPE LANE,OSMONDTHORPE,LEEDS,LS9 0NT,BR,2BH,24-MAR-2014,131
125 PARKWOOD ROAD,BEESTON,LEEDS,LS11 5RG,BH,1BF,01-SEP-2014,120
125 RAYLANDS WAY,BELLE ISLE,LEEDS,LS10 4AH,MI,1/2BF,01-SEP-2014,35
126 ASKET DRIVE,SEACROFT,LEEDS,LS14 1HU,KS,3BH,07-JUL-2014,69
126 CLAREMONT GROVE,PUDSEY,LEEDS,LS28 7DL,PU,2BF,15-DEC-2014,25
126 GARDEN VILLAGE,MICKLEFIELD,LEEDS,LS25 4AD,KM,3BH,01-SEP-2014,19
126 HALTON MOOR AVENUE,OSMONDTHORPE,LEEDS,LS9 0EY,TN,2BF,08-DEC-2014,28
126 MANOR FARM DRIVE,MIDDLETON,LEEDS,LS10 3RN,MI,3BH,19-MAY-2014,60
126 THROSTLE TERRACE,MIDDLETON,LEEDS,LS10 4HL,MI,2BH,19-MAY-2014,117
127 COTTINGLEY HEIGHTS,COTTINGLEY,LEEDS,LS11 0JN,BH,1BMSF,22-SEP-2014,19
127 CROMWELL HEIGHTS,LINCOLN GREEN,LEEDS,LS9 7SJ,BR,2BMSF,10-MAR-2014,39
127 OSMONDTHORPE LANE,OSMONDTHORPE,LEEDS,LS9 0NT,BR,2BH,12-MAY-2014,89
127 RAYNVILLE ROAD,BRAMLEY,LEEDS,LS13 2PZ,AM,1BF,17-MAR-2014,52
127 WYKEBECK VALLEY ROAD,GIPTON,LEEDS,LS9 6PB,GH,1BF,20-OCT-2014,90
